-122.05398600,37.40063150,-18.32966423
-122.05398600,37.40063150,-18.32965660
-122.05398599,37.40063149,-18.32945061
-122.05398599,37.40063149,-18.32945633
-122.05398599,37.40063149,-18.32946396
-122.05398598,37.40063149,-18.32927132
-122.05398598,37.40063149,-18.32927704
-122.05398598,37.40063149,-18.32928276
-122.05398598,37.40063148,-18.32846260
-122.05398598,37.40063149,-18.32846642
-122.05398598,37.40063149,-18.32847404
-122.05398598,37.40063148,-18.32769012
-122.05398598,37.40063148,-18.32768250
-122.05398598,37.40063148,-18.32769775
-122.05398597,37.40063148,-18.32695198
-122.05398597,37.40063148,-18.32694435
-122.05398597,37.40063148,-18.32695580
-122.05398597,37.40063147,-18.32624435
-122.05398597,37.40063147,-18.32624245
-122.05398597,37.40063147,-18.32625771
-122.05398596,37.40063147,-18.32546806
-122.05398596,37.40063147,-18.32546806
-122.05398596,37.40063147,-18.32548714
-122.05398596,37.40063146,-18.32473564
-122.05398596,37.40063146,-18.32472992
-122.05398596,37.40063146,-18.32474327
-122.05398596,37.40063146,-18.32401848
-122.05398596,37.40063146,-18.32400513
-122.05398596,37.40063146,-18.32401276
-122.05398595,37.40063145,-18.32331085
-122.05398595,37.40063145,-18.32328224
-122.05398595,37.40063145,-18.32328224
-122.05398595,37.40063144,-18.32199478
-122.05398595,37.40063144,-18.32198524
-122.05398595,37.40063144,-18.32196045
-122.05398594,37.40063143,-18.32074547
-122.05398594,37.40063143,-18.32075310
-122.05398594,37.40063143,-18.32074356
-122.05398594,37.40063142,-18.31959343
-122.05398593,37.40063142,-18.31959915
-122.05398593,37.40063143,-18.31960297
-122.05398593,37.40063141,-18.31839180
-122.05398593,37.40063141,-18.31840515
-122.05398593,37.40063142,-18.31839752
-122.05398592,37.40063141,-18.31724739
-122.05398592,37.40063141,-18.31724548
-122.05398592,37.40063141,-18.31724548
-122.05398591,37.40063140,-18.31614113
-122.05398591,37.40063140,-18.31612968
-122.05398591,37.40063140,-18.31611252
-122.05398591,37.40063139,-18.31568718
-122.05398591,37.40063139,-18.31566238
-122.05398591,37.40063139,-18.31563377
-122.05398591,37.40063139,-18.31522560
-122.05398591,37.40063139,-18.31521416
-122.05398591,37.40063139,-18.31517220
-122.05398591,37.40063139,-18.31479645
-122.05398591,37.40063139,-18.31477928
-122.05398591,37.40063139,-18.31475258
-122.05398590,37.40063139,-18.31428146
-122.05398590,37.40063139,-18.31427956
-122.05398590,37.40063139,-18.31426048
-122.05398590,37.40063138,-18.31383514
-122.05398590,37.40063139,-18.31384277
-122.05398590,37.40063139,-18.31385231
-122.05398590,37.40063138,-18.31346130
-122.05398590,37.40063138,-18.31349182
-122.05398590,37.40063138,-18.31350708
-122.05398589,37.40063138,-18.31359100
-122.05398589,37.40063138,-18.31361580
-122.05398590,37.40063138,-18.31366730
-122.05398589,37.40063138,-18.31375122
-122.05398589,37.40063138,-18.31379128
-122.05398589,37.40063138,-18.31383324
-122.05398589,37.40063138,-18.31392860
-122.05398589,37.40063138,-18.31396484
-122.05398589,37.40063139,-18.31402397
-122.05398589,37.40063138,-18.31411362
-122.05398589,37.40063139,-18.31415749
-122.05398589,37.40063139,-18.31420898
-122.05398589,37.40063138,-18.31418228
-122.05398589,37.40063138,-18.31421280
-122.05398589,37.40063138,-18.31428528
-122.05398589,37.40063138,-18.31425858
-122.05398589,37.40063138,-18.31429672
-122.05398589,37.40063138,-18.31434631
-122.05398588,37.40063138,-18.31431580
-122.05398588,37.40063138,-18.31433296
-122.05398588,37.40063138,-18.31438637
-122.05398588,37.40063138,-18.31433868
-122.05398588,37.40063138,-18.31434250
-122.05398588,37.40063138,-18.31436729
-122.05398588,37.40063138,-18.31369781
-122.05398588,37.40063138,-18.31369019
-122.05398588,37.40063138,-18.31370544
-122.05398588,37.40063137,-18.31306076
-122.05398588,37.40063137,-18.31305122
-122.05398588,37.40063137,-18.31304932
-122.05398588,37.40063137,-18.31231308
-122.05398588,37.40063137,-18.31231117
-122.05398588,37.40063137,-18.31229591
-122.05398587,37.40063136,-18.31160355
-122.05398587,37.40063136,-18.31161690
-122.05398587,37.40063136,-18.31159782
-122.05398587,37.40063136,-18.31094933
-122.05398587,37.40063136,-18.31097984
-122.05398587,37.40063136,-18.31096649
-122.05398587,37.40063135,-18.31036568
-122.05398587,37.40063135,-18.31039047
-122.05398587,37.40063135,-18.31039429
-122.05398587,37.40063135,-18.30963326
-122.05398587,37.40063135,-18.30966949
-122.05398587,37.40063134,-18.30967522
-122.05398587,37.40063134,-18.30896378
-122.05398587,37.40063134,-18.30899620
-122.05398587,37.40063134,-18.30901909
-122.05398587,37.40063133,-18.30834770
-122.05398587,37.40063133,-18.30839157
-122.05398587,37.40063133,-18.30841255
-122.05398587,37.40063133,-18.30778885
-122.05398588,37.40063133,-18.30783272
-122.05398588,37.40063133,-18.30786324
-122.05398588,37.40063133,-18.30715561
-122.05398588,37.40063133,-18.30720329
-122.05398588,37.40063133,-18.30724335
-122.05398588,37.40063132,-18.30658150
-122.05398588,37.40063132,-18.30662537
-122.05398588,37.40063132,-18.30666542
-122.05398588,37.40063132,-18.30602455
-122.05398588,37.40063132,-18.30605698
-122.05398588,37.40063132,-18.30609703
-122.05398588,37.40063132,-18.30544853
-122.05398588,37.40063132,-18.30545807
-122.05398588,37.40063132,-18.30550003
-122.05398588,37.40063132,-18.30486679
-122.05398588,37.40063132,-18.30487823
-122.05398588,37.40063132,-18.30489922
-122.05398588,37.40063132,-18.30429840
-122.05398588,37.40063132,-18.30430412
-122.05398588,37.40063133,-18.30434036
-122.05398588,37.40063132,-18.30364799
-122.05398588,37.40063132,-18.30364990
-122.05398588,37.40063133,-18.30368233
-122.05398587,37.40063132,-18.30301476
-122.05398587,37.40063132,-18.30300140
-122.05398587,37.40063132,-18.30303574
-122.05398587,37.40063132,-18.30239487
-122.05398586,37.40063132,-18.30239487
-122.05398586,37.40063132,-18.30240822
-122.05398586,37.40063132,-18.30179214
-122.05398586,37.40063132,-18.30179214
-122.05398586,37.40063132,-18.30179977
-122.05398585,37.40063131,-18.30117035
-122.05398585,37.40063131,-18.30117226
-122.05398585,37.40063131,-18.30116272
-122.05398585,37.40063131,-18.30055618
-122.05398585,37.40063131,-18.30054283
-122.05398585,37.40063131,-18.30053520
-122.05398585,37.40063130,-18.29983330
-122.05398585,37.40063130,-18.29981613
-122.05398585,37.40063130,-18.29978943
-122.05398585,37.40063130,-18.29910469
-122.05398585,37.40063129,-18.29908562
-122.05398585,37.40063129,-18.29905701
-122.05398585,37.40063129,-18.29841232
-122.05398585,37.40063129,-18.29839325
-122.05398585,37.40063129,-18.29834938
-122.05398585,37.40063128,-18.29773331
-122.05398585,37.40063128,-18.29771614
-122.05398585,37.40063128,-18.29767990
-122.05398585,37.40063128,-18.29698372
-122.05398585,37.40063128,-18.29697609
-122.05398585,37.40063128,-18.29693031
-122.05398585,37.40063128,-18.29627228
-122.05398585,37.40063128,-18.29627037
-122.05398585,37.40063128,-18.29624367
